timestamp,status
2026-05-22T00:00:08-04:00,up
2026-05-22T00:00:09-04:00,up
2026-05-22T00:00:10-04:00,up
2026-05-22T00:00:11-04:00,up
2026-05-22T00:00:12-04:00,up
2026-05-22T00:00:13-04:00,up
2026-05-22T00:00:14-04:00,up
2026-05-22T00:00:15-04:00,up
2026-05-22T00:00:16-04:00,up
2026-05-22T00:00:17-04:00,up
2026-05-22T00:00:18-04:00,up
2026-05-22T00:00:19-04:00,up
2026-05-22T00:00:20-04:00,up
2026-05-22T00:00:21-04:00,up
2026-05-22T00:00:22-04:00,up
2026-05-22T00:00:23-04:00,up
2026-05-22T00:00:24-04:00,up
2026-05-22T00:05:02-04:00,up
2026-05-22T00:05:03-04:00,up
2026-05-22T00:05:04-04:00,up
2026-05-22T00:05:05-04:00,up
2026-05-22T00:05:06-04:00,up
2026-05-22T00:05:07-04:00,up
2026-05-22T00:05:08-04:00,up
2026-05-22T00:05:09-04:00,up
2026-05-22T00:05:10-04:00,up
2026-05-22T00:05:11-04:00,up
2026-05-22T00:05:12-04:00,up
2026-05-22T00:05:13-04:00,up
2026-05-22T00:05:14-04:00,up
2026-05-22T00:05:15-04:00,up
2026-05-22T00:05:16-04:00,up
2026-05-22T00:05:17-04:00,up
2026-05-22T00:05:18-04:00,up
2026-05-22T00:05:19-04:00,up
2026-05-22T00:05:20-04:00,up
2026-05-22T00:05:21-04:00,up
2026-05-22T00:05:22-04:00,up
2026-05-22T00:05:23-04:00,up
2026-05-22T00:05:24-04:00,up
2026-05-22T00:05:25-04:00,up
2026-05-22T00:05:26-04:00,up
2026-05-22T00:05:27-04:00,up
2026-05-22T00:05:28-04:00,up
2026-05-22T00:05:29-04:00,up
2026-05-22T00:05:30-04:00,up
2026-05-22T00:05:31-04:00,up
2026-05-22T00:05:32-04:00,up
2026-05-22T00:05:33-04:00,up
2026-05-22T00:05:34-04:00,up
2026-05-22T00:05:35-04:00,up
2026-05-22T00:05:36-04:00,up
2026-05-22T00:05:37-04:00,up
2026-05-22T00:05:38-04:00,up
2026-05-22T00:05:39-04:00,up
2026-05-22T00:05:40-04:00,up
2026-05-22T00:05:41-04:00,up
2026-05-22T00:05:42-04:00,up
2026-05-22T00:05:43-04:00,up
2026-05-22T00:05:44-04:00,up
2026-05-22T00:05:45-04:00,up
2026-05-22T00:05:46-04:00,up
2026-05-22T00:05:47-04:00,up
2026-05-22T00:05:48-04:00,up
2026-05-22T00:05:49-04:00,up
2026-05-22T00:05:51-04:00,up
2026-05-22T00:05:52-04:00,up
2026-05-22T00:05:53-04:00,up
2026-05-22T00:05:54-04:00,up
2026-05-22T00:05:55-04:00,up
2026-05-22T00:05:56-04:00,up
2026-05-22T00:05:57-04:00,up
2026-05-22T00:05:58-04:00,up
2026-05-22T00:05:59-04:00,up
2026-05-22T00:06:00-04:00,up
2026-05-22T00:06:01-04:00,up
2026-05-22T00:06:02-04:00,up
2026-05-22T00:06:03-04:00,up
2026-05-22T00:06:04-04:00,up
2026-05-22T00:06:05-04:00,up
2026-05-22T00:06:06-04:00,up
2026-05-22T00:06:07-04:00,up
2026-05-22T00:06:08-04:00,up
2026-05-22T00:06:09-04:00,up
2026-05-22T00:06:10-04:00,up
2026-05-22T00:06:11-04:00,up
2026-05-22T00:06:12-04:00,up
2026-05-22T00:06:13-04:00,up
2026-05-22T00:06:14-04:00,up
2026-05-22T00:06:15-04:00,up
2026-05-22T00:06:16-04:00,up
2026-05-22T00:06:17-04:00,up
2026-05-22T00:06:18-04:00,up
2026-05-22T00:06:19-04:00,up
2026-05-22T00:06:20-04:00,up
2026-05-22T00:06:21-04:00,up
2026-05-22T00:06:22-04:00,up
2026-05-22T00:06:23-04:00,up
2026-05-22T00:06:24-04:00,up
2026-05-22T00:06:25-04:00,up
2026-05-22T00:06:26-04:00,up
2026-05-22T00:06:27-04:00,up
2026-05-22T00:06:28-04:00,up
2026-05-22T00:06:29-04:00,up
2026-05-22T00:06:30-04:00,up
2026-05-22T00:06:31-04:00,up
2026-05-22T00:06:32-04:00,up
2026-05-22T00:06:33-04:00,up
2026-05-22T00:06:34-04:00,up
2026-05-22T00:06:35-04:00,up
2026-05-22T00:06:36-04:00,up
2026-05-22T00:06:37-04:00,up
2026-05-22T00:06:38-04:00,up
2026-05-22T00:06:39-04:00,up
2026-05-22T00:06:40-04:00,up
2026-05-22T00:06:41-04:00,up
2026-05-22T00:06:42-04:00,up
2026-05-22T00:06:43-04:00,up
2026-05-22T00:06:44-04:00,up
2026-05-22T00:06:45-04:00,up
2026-05-22T00:06:46-04:00,up
2026-05-22T00:06:47-04:00,up
2026-05-22T00:06:48-04:00,up
2026-05-22T00:06:49-04:00,up
2026-05-22T00:06:50-04:00,up
2026-05-22T00:06:51-04:00,up
2026-05-22T00:06:52-04:00,up
2026-05-22T00:06:54-04:00,up
2026-05-22T00:06:55-04:00,up
2026-05-22T00:06:56-04:00,up
2026-05-22T00:06:57-04:00,up
2026-05-22T00:06:58-04:00,up
2026-05-22T00:06:59-04:00,up
2026-05-22T00:07:00-04:00,up
2026-05-22T00:07:01-04:00,up
2026-05-22T00:07:02-04:00,up
2026-05-22T00:07:03-04:00,up
2026-05-22T00:07:04-04:00,up
2026-05-22T00:07:05-04:00,up
2026-05-22T00:07:06-04:00,up
2026-05-22T00:07:07-04:00,up
2026-05-22T00:07:08-04:00,up
2026-05-22T00:07:09-04:00,up
2026-05-22T00:07:10-04:00,up
2026-05-22T00:07:11-04:00,up
2026-05-22T00:07:12-04:00,up
2026-05-22T00:07:13-04:00,up
2026-05-22T00:07:14-04:00,up
2026-05-22T00:07:15-04:00,up
2026-05-22T00:07:16-04:00,up
2026-05-22T00:07:17-04:00,up
2026-05-22T00:07:18-04:00,up
2026-05-22T00:07:19-04:00,up
2026-05-22T00:07:20-04:00,up
2026-05-22T00:07:21-04:00,up
2026-05-22T00:07:22-04:00,up
2026-05-22T00:07:23-04:00,up
2026-05-22T00:07:24-04:00,up
2026-05-22T00:07:25-04:00,up
2026-05-22T00:07:26-04:00,up
2026-05-22T00:07:27-04:00,up
2026-05-22T00:07:28-04:00,up
2026-05-22T00:07:29-04:00,up
2026-05-22T00:07:30-04:00,up
2026-05-22T00:07:31-04:00,up
2026-05-22T00:07:32-04:00,up
2026-05-22T00:07:33-04:00,up
2026-05-22T00:07:34-04:00,up
2026-05-22T00:07:35-04:00,up
2026-05-22T00:07:36-04:00,up
2026-05-22T00:07:37-04:00,up
2026-05-22T00:07:38-04:00,up
2026-05-22T00:07:39-04:00,up
2026-05-22T00:07:40-04:00,up
2026-05-22T00:07:41-04:00,up
2026-05-22T00:07:42-04:00,up
2026-05-22T00:07:43-04:00,up
2026-05-22T00:07:44-04:00,up
2026-05-22T00:07:45-04:00,up
2026-05-22T00:07:46-04:00,up
2026-05-22T00:07:47-04:00,up
2026-05-22T00:07:48-04:00,up
2026-05-22T00:07:49-04:00,up
2026-05-22T00:07:50-04:00,up
2026-05-22T00:07:51-04:00,up
2026-05-22T00:07:52-04:00,up
2026-05-22T00:07:53-04:00,up
2026-05-22T00:07:54-04:00,up
2026-05-22T00:07:55-04:00,up
2026-05-22T00:07:56-04:00,up
2026-05-22T00:07:58-04:00,up
2026-05-22T00:07:59-04:00,up
2026-05-22T00:08:00-04:00,up
2026-05-22T00:08:01-04:00,up
2026-05-22T00:08:02-04:00,up
2026-05-22T00:08:03-04:00,up
2026-05-22T00:08:04-04:00,up
2026-05-22T00:08:05-04:00,up
2026-05-22T00:08:06-04:00,up
2026-05-22T00:08:07-04:00,up
2026-05-22T00:08:08-04:00,up
2026-05-22T00:08:09-04:00,up
2026-05-22T00:08:10-04:00,up
2026-05-22T00:08:11-04:00,up
2026-05-22T00:08:12-04:00,up
2026-05-22T00:08:13-04:00,up
2026-05-22T00:08:14-04:00,up
2026-05-22T00:08:15-04:00,up
2026-05-22T00:08:16-04:00,up
2026-05-22T00:08:17-04:00,up
2026-05-22T00:08:18-04:00,up
2026-05-22T00:08:19-04:00,up
2026-05-22T00:08:20-04:00,up
2026-05-22T00:08:21-04:00,up
2026-05-22T00:08:22-04:00,up
2026-05-22T00:08:23-04:00,up
2026-05-22T00:08:24-04:00,up
2026-05-22T00:08:25-04:00,up
2026-05-22T00:08:26-04:00,up
2026-05-22T00:08:27-04:00,up
2026-05-22T00:08:28-04:00,up
2026-05-22T00:08:29-04:00,up
2026-05-22T00:08:30-04:00,up
2026-05-22T00:08:31-04:00,up
2026-05-22T00:08:32-04:00,up
2026-05-22T00:08:33-04:00,up
2026-05-22T00:08:34-04:00,up
2026-05-22T00:08:35-04:00,up
2026-05-22T00:08:36-04:00,up
2026-05-22T00:08:37-04:00,up
2026-05-22T00:08:38-04:00,up
2026-05-22T00:08:39-04:00,up
2026-05-22T00:08:40-04:00,up
2026-05-22T00:08:41-04:00,up
2026-05-22T00:08:42-04:00,up
2026-05-22T00:08:43-04:00,up
2026-05-22T00:08:44-04:00,up
2026-05-22T00:08:45-04:00,up
2026-05-22T00:08:46-04:00,up
2026-05-22T00:08:47-04:00,up
2026-05-22T00:08:48-04:00,up
2026-05-22T00:08:49-04:00,up
2026-05-22T00:08:50-04:00,up
2026-05-22T00:08:51-04:00,up
2026-05-22T00:08:52-04:00,up
2026-05-22T00:08:53-04:00,up
2026-05-22T00:08:54-04:00,up
2026-05-22T00:08:55-04:00,up
2026-05-22T00:08:56-04:00,up
2026-05-22T00:08:57-04:00,up
2026-05-22T00:08:58-04:00,up
2026-05-22T00:08:59-04:00,up
2026-05-22T00:09:01-04:00,up
2026-05-22T00:09:02-04:00,up
2026-05-22T00:09:03-04:00,up
2026-05-22T00:09:04-04:00,up
2026-05-22T00:09:05-04:00,up
2026-05-22T00:09:06-04:00,up
2026-05-22T00:09:07-04:00,up
2026-05-22T00:09:08-04:00,up
2026-05-22T00:09:09-04:00,up
2026-05-22T00:09:10-04:00,up
2026-05-22T00:09:11-04:00,up
2026-05-22T00:09:12-04:00,up
2026-05-22T00:09:13-04:00,up
2026-05-22T00:09:14-04:00,up
2026-05-22T00:09:15-04:00,up
2026-05-22T00:09:16-04:00,up
2026-05-22T00:09:17-04:00,up
2026-05-22T00:09:18-04:00,up
2026-05-22T00:09:19-04:00,up
2026-05-22T00:09:20-04:00,up
2026-05-22T00:09:21-04:00,up
2026-05-22T00:09:22-04:00,up
2026-05-22T00:09:23-04:00,up
2026-05-22T00:09:24-04:00,up
2026-05-22T00:09:25-04:00,up
2026-05-22T00:09:26-04:00,up
2026-05-22T00:09:27-04:00,up
2026-05-22T00:09:28-04:00,up
2026-05-22T00:09:29-04:00,up
2026-05-22T00:09:30-04:00,up
2026-05-22T00:09:31-04:00,up
2026-05-22T00:09:32-04:00,up
2026-05-22T00:09:33-04:00,up
2026-05-22T00:09:34-04:00,up
2026-05-22T00:09:35-04:00,up
2026-05-22T00:09:36-04:00,up
2026-05-22T00:09:37-04:00,up
2026-05-22T00:09:38-04:00,up
2026-05-22T00:09:39-04:00,up
2026-05-22T00:09:40-04:00,up
2026-05-22T00:09:41-04:00,up
2026-05-22T00:09:42-04:00,up
2026-05-22T00:09:43-04:00,up
2026-05-22T00:09:44-04:00,up
2026-05-22T00:09:45-04:00,up
2026-05-22T00:09:46-04:00,up
2026-05-22T00:09:47-04:00,up
2026-05-22T00:09:48-04:00,up
2026-05-22T00:09:49-04:00,up
2026-05-22T00:09:50-04:00,up
2026-05-22T00:09:51-04:00,up
2026-05-22T00:09:52-04:00,up
2026-05-22T00:09:53-04:00,up
2026-05-22T00:09:54-04:00,up
2026-05-22T00:09:55-04:00,up
2026-05-22T00:09:56-04:00,up
2026-05-22T00:09:57-04:00,up
2026-05-22T00:09:58-04:00,up
2026-05-22T00:09:59-04:00,up
2026-05-22T00:10:00-04:00,up
2026-05-22T00:10:01-04:00,up
2026-05-22T00:10:02-04:00,up
2026-05-22T00:10:03-04:00,up
2026-05-22T00:10:05-04:00,up
2026-05-22T00:10:06-04:00,up
2026-05-22T00:10:07-04:00,up
2026-05-22T00:10:08-04:00,up
2026-05-22T00:10:09-04:00,up
2026-05-22T00:10:10-04:00,up
2026-05-22T00:10:11-04:00,up
2026-05-22T00:10:12-04:00,up
2026-05-22T00:10:13-04:00,up
2026-05-22T00:10:14-04:00,up
2026-05-22T00:10:15-04:00,up
2026-05-22T00:10:16-04:00,up
2026-05-22T00:10:17-04:00,up
2026-05-22T00:10:18-04:00,up
2026-05-22T00:10:19-04:00,up
2026-05-22T00:10:20-04:00,up
2026-05-22T00:10:21-04:00,up
2026-05-22T00:10:22-04:00,up
2026-05-22T00:10:23-04:00,up
2026-05-22T00:10:24-04:00,up
2026-05-22T00:10:25-04:00,up
2026-05-22T00:10:26-04:00,up
2026-05-22T00:10:27-04:00,up
2026-05-22T00:10:28-04:00,up
2026-05-22T00:10:29-04:00,up
2026-05-22T00:10:30-04:00,up
2026-05-22T00:10:31-04:00,up
2026-05-22T00:10:32-04:00,up
2026-05-22T00:10:33-04:00,up
2026-05-22T00:10:34-04:00,up
2026-05-22T00:10:35-04:00,up
2026-05-22T00:10:36-04:00,up
2026-05-22T00:10:37-04:00,up
2026-05-22T00:10:38-04:00,up
2026-05-22T00:10:39-04:00,up
2026-05-22T00:10:40-04:00,up
2026-05-22T00:10:41-04:00,up
2026-05-22T00:10:42-04:00,up
2026-05-22T00:10:43-04:00,up
2026-05-22T00:10:44-04:00,up
2026-05-22T00:10:45-04:00,up
2026-05-22T00:10:46-04:00,up
2026-05-22T00:10:47-04:00,up
2026-05-22T00:10:48-04:00,up
2026-05-22T00:10:49-04:00,up
2026-05-22T00:10:50-04:00,up
2026-05-22T00:10:51-04:00,up
2026-05-22T00:10:52-04:00,up
2026-05-22T00:10:53-04:00,up
2026-05-22T00:10:54-04:00,up
2026-05-22T00:10:55-04:00,up
2026-05-22T00:10:56-04:00,up
2026-05-22T00:10:57-04:00,up
2026-05-22T00:10:58-04:00,up
2026-05-22T00:10:59-04:00,up
2026-05-22T00:11:00-04:00,up
2026-05-22T00:11:01-04:00,up
2026-05-22T00:11:02-04:00,up
2026-05-22T00:11:03-04:00,up
2026-05-22T00:11:04-04:00,up
2026-05-22T00:11:05-04:00,up
2026-05-22T00:11:06-04:00,up
2026-05-22T00:11:08-04:00,up
2026-05-22T00:11:09-04:00,up
2026-05-22T00:11:10-04:00,up
2026-05-22T00:11:11-04:00,up
2026-05-22T00:11:12-04:00,up
2026-05-22T00:11:13-04:00,up
2026-05-22T00:11:14-04:00,up
2026-05-22T00:11:15-04:00,up
2026-05-22T00:11:16-04:00,up
2026-05-22T00:11:17-04:00,up
2026-05-22T00:11:18-04:00,up
2026-05-22T00:11:19-04:00,up
2026-05-22T00:11:20-04:00,up
2026-05-22T00:17:53-04:00,up
2026-05-22T00:17:54-04:00,up
2026-05-22T00:17:55-04:00,up
2026-05-22T00:17:56-04:00,up
2026-05-22T00:17:57-04:00,up
2026-05-22T00:17:58-04:00,up
2026-05-22T00:17:59-04:00,up
2026-05-22T00:18:00-04:00,up
2026-05-22T00:18:01-04:00,up
2026-05-22T00:18:02-04:00,up
2026-05-22T00:18:03-04:00,up
2026-05-22T00:18:04-04:00,up
2026-05-22T00:18:05-04:00,up
2026-05-22T00:18:06-04:00,up
2026-05-22T00:18:07-04:00,up
2026-05-22T00:18:08-04:00,up
2026-05-22T00:18:09-04:00,up
2026-05-22T00:18:10-04:00,up
2026-05-22T00:18:11-04:00,up
2026-05-22T00:18:12-04:00,up
2026-05-22T00:18:13-04:00,up
2026-05-22T00:18:14-04:00,up
2026-05-22T00:18:15-04:00,up
2026-05-22T00:21:31-04:00,up
2026-05-22T00:21:32-04:00,up
2026-05-22T00:21:33-04:00,up
2026-05-22T00:21:34-04:00,up
2026-05-24T16:03:04-04:00,down
2026-05-24T16:03:06-04:00,down
2026-05-24T20:05:10-04:00,up
2026-05-24T20:05:11-04:00,up
2026-05-24T20:05:12-04:00,up
2026-05-24T20:05:13-04:00,up
2026-05-24T20:05:14-04:00,up
2026-05-24T20:05:15-04:00,up
2026-05-24T20:05:16-04:00,up
2026-05-24T20:05:17-04:00,up
2026-05-24T20:05:18-04:00,up
2026-05-24T20:05:19-04:00,up
2026-05-24T20:05:20-04:00,up
2026-05-24T20:05:21-04:00,up
2026-05-24T20:05:22-04:00,up
2026-05-24T20:05:23-04:00,up
2026-05-24T20:05:24-04:00,up
2026-05-24T20:05:25-04:00,up
2026-05-24T20:05:26-04:00,up
2026-05-24T20:05:27-04:00,up
2026-05-24T20:05:28-04:00,up
2026-05-24T20:05:29-04:00,up
2026-05-24T20:05:30-04:00,up
2026-05-24T20:05:31-04:00,up
2026-05-24T20:05:32-04:00,up
2026-05-24T20:05:33-04:00,up
2026-05-24T20:05:34-04:00,up
2026-05-24T20:05:35-04:00,up
2026-05-24T20:05:36-04:00,up
2026-05-24T20:05:37-04:00,up
2026-05-24T20:05:38-04:00,up
2026-05-24T20:05:39-04:00,up
2026-05-24T20:05:40-04:00,up
2026-05-24T20:05:41-04:00,up
2026-05-24T20:05:42-04:00,up
2026-05-24T20:05:43-04:00,up
2026-05-24T20:05:44-04:00,up
2026-05-24T20:05:45-04:00,up
2026-05-24T20:05:46-04:00,up
2026-05-24T20:05:47-04:00,up
2026-05-26T20:49:35-04:00,up
2026-05-26T20:49:36-04:00,up
2026-05-26T20:49:37-04:00,up
2026-05-26T20:49:38-04:00,up
2026-05-26T20:49:39-04:00,up
2026-05-26T20:49:40-04:00,up
2026-05-26T20:49:41-04:00,up
2026-05-26T20:49:42-04:00,up
2026-05-26T20:49:43-04:00,up
2026-05-26T20:49:45-04:00,up
2026-05-26T20:49:46-04:00,up
2026-05-26T20:49:47-04:00,up
2026-05-26T20:49:48-04:00,up
2026-05-26T20:49:49-04:00,up
2026-05-26T20:49:50-04:00,up
2026-05-26T20:49:51-04:00,up
2026-05-26T20:49:52-04:00,up
2026-05-26T20:49:53-04:00,up
2026-05-26T20:49:54-04:00,up
2026-05-26T20:49:55-04:00,up
2026-05-26T20:49:56-04:00,up
2026-05-26T20:49:57-04:00,up
2026-05-26T20:49:58-04:00,up
2026-05-26T20:49:59-04:00,up
2026-05-26T20:50:00-04:00,up
2026-05-26T20:50:01-04:00,up
2026-05-26T20:50:02-04:00,up
2026-05-26T20:50:03-04:00,up
2026-05-26T20:50:04-04:00,up
